订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因
DD202404217,2024-11-12,天猫,P048,公牛 插线板,49.9,1.0,49.9,U1118,福建,已发货,家居日用,2.0,圆通,4.0,2024-11-13,,
DD202402684,2024/3/26,天猫,P037,海飞丝 洗发水,¥59.9,1.0,59.9,U0993,山东,待发货,美妆个护,,,,,,
DD202401451,2024/3/23,京东,P002,iPhone 15 Pro 256G,8999,3.0,26997.0,U0802,山东,已完成,手机数码,1.0,顺丰,3.0,2024-03-25,2024-03-27,
DD202403990,2024-01-08,拼多多,P005,荣耀 Magic6 ,3999,2.0,7998.0,U1373,广西,已完成,手机数码,1.0,顺丰,3.0,2024-01-09,2024-01-12,
DD202404357,2024-10-22,京东,P036,云南白药 牙膏 ,39.9,1.0,39.9,U1031,湖南,已发货,美妆个护,2.0,中通,4.0,2024-10-24,,
DD202400201,2024-02-25,抖音,P015,华为平板 MatePad 11,¥2199,-3.0,-6597.0,U0183,湖南,已退款,电脑办公,,,,,,不想要了
DD202403425,2024-06-04,拼多多,P018,美的 1.5匹空调,2799,2.0,5598.0,U1196,福建,已完成,家电,1.0,顺丰,3.0,2024/6/5,2024-06-06,
DD202403567,2024-02-10,京东,P005,荣耀 Magic6,3999,5.0,,U1381,四川,已完成,手机数码,1.0,顺丰,3.0,2024-02-11,2024-02-13,
DD202401441,2024/6/23,天猫,P016,得力 A4 打印纸,¥29.9,2.0,59.8,U1483,山东,已完成,电脑办公,1.0,顺丰,3.0,2024/6/24,2024/6/26,
DD202400228,2024-05-25,天猫,P035,欧莱雅 洗面奶,129,5.0,645.0,U0747,河北,已完成,美妆个护,2.0,圆通,4.0,2024-05-27,2024-05-30,
DD202402924,2024/12/31,京东,P010,小米 充电宝20000mah,129,1.0,129.0,U1283,广东,已完成,手机数码,3.0,邮政,6.0,2025-01-02,2025-01-07,
DD202402793,2024/7/13,天猫,P020,格力电风扇,199,4.0,796.0,U0520,广东,已完成,家电,1.0,顺丰,3.0,2024-07-14,2024/7/16,
DD202400544,2024-10-23,京东,P041,蒙牛纯牛奶24盒,69.9,4.0,279.6,U1389,安徽,已完成,食品,1.0,京东物流,3.0,2024-10-24,2024-10-27,
DD202400738,2024-08-23,天猫,P033,兰蔻 小黑瓶精华 ,¥760,2.0,1520.0,U1258,,已发货,美妆个护,1.0,顺丰,3.0,2024/8/24,,
DD202404595,2024-11-21,京东,P032,太平鸟 牛仔裤,,3.0,,U0564,四川,待发货,服饰,,,,,,
DD202401249,2024-05-22,京东,P016,得力 A4 打印纸,29.9,5.0,149.5,U0291,广东,待发货,电脑办公,,,,,,
DD202400524,2024-12-10,天猫,P035,欧莱雅 洗面奶,129,3.0,387.0,U0782,湖南,已完成,美妆个护,2.0,中通,4.0,2024-12-12,2024-12-15,
DD202403542,2024-05-06,天猫,P037,海飞丝 洗发水,59.9,4.0,239.6,U1056,云南,已完成,美妆个护,2.0,中通,4.0,2024-05-08,2024-05-11,
DD202403819,2024-04-05,微信小程序,P030,南极人 棉袜5双装,29.9,2.0,59.8,U0036,福建,已完成,服饰,1.0,京东物流,3.0,2024-04-06,2024-04-09,
DD202403544,2024-08-15,天猫,P040,三只松鼠坚果礼盒,99,3.0,297.0,U0594,山西,已完成,食品,2.0,中通,4.0,2024/8/16,2024-08-19,
DD202403422,2024-06-18,拼多多,P047,全棉时代 浴巾,79,5.0,395.0,U1457,江苏,已完成,家居日用,2.0,中通,4.0,2024-06-20,2024-06-23,
DD202401255,2024-07-19,微信小程序,P032,太平鸟 牛仔裤,259,5.0,1295.0,U1294,广东,已发货,服饰,2.0,圆通,4.0,2024-07-21,,
DD202400606,2024/11/27,天猫,,完美日记口红,89,2.0,178.0,U0665,浙江,待发货,美妆个护,,,,,,
DD202400132,2024-09-27,天猫,P019,海尔10kg滚筒洗衣机,1899,2.0,,U1284,河南,已取消,家电,,,,,,
DD202402049,2024/8/5,天猫,,得力文件夹,¥15.9,1.0,15.9,U0648,天津,已发货,电脑办公,2.0,中通,4.0,2024/8/6,,
DD202403306,2024-10-28,拼多多,P009,小米手环8,249,-1.0,-249.0,U0199,湖北,已退款,手机数码,,,,,,质量问题
DD202401139,2024-02-05,微信小程序,P032,太平鸟 牛仔裤,259,1.0,259.0,U1054,江苏,已发货,服饰,1.0,顺丰,3.0,2024-02-06,,
DD202403182,2024-12-26,拼多多,P033,兰蔻 小黑瓶精华,760,,,U1093,四川,已退款,美妆个护,,,,,,物流太慢
DD202400292,2024-06-21,天猫,P046,网易严选 保温杯,99,1.0,99.0,U0116,四川,已完成,家居日用,1.0,顺丰,3.0,2024-06-22,2024-06-25,
DD202401686,2024-12-06,天猫,P002,iPhone15Pro256G,8999,3.0,26997.0,U1413,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-12-07,2024-12-09,
DD202402720,2024-01-16,拼多多,P010,小米 充电宝20000mAh,,2.0,,U0661,湖南,已完成,手机数码,3.0,邮政,6.0,2024-01-19,2024-01-23,
DD202404305,2024-06-28,京东,P034,雅诗兰黛 小棕瓶,¥950,2.0,1900.0,U0924,河北,已完成,美妆个护,1.0,京东物流,3.0,2024-06-29,2024-06-30,
DD202400067,2024-04-19,抖音,P032,太平鸟牛仔裤,259,5.0,1295.0,U1487,山东,已完成,服饰,2.0,圆通,4.0,2024-04-21,2024/4/25,
DD202400916,2024-03-03,抖音,P005,荣耀Magic6,"3,999",3.0,11997.0,U0092,北京,已发货,手机数码,1.0,顺丰,3.0,2024-03-04,,
DD202404756,2024-11-28,抖音,P005,荣耀Magic6,3999,-3.0,-11997.0,U1358,河南,已退款,手机数码,,,,,,质量问题
DD202403066,2024-02-11,拼多多,P037,海飞丝 洗发水,,1.0,,U1314,安徽,已发货,美妆个护,2.0,中通,4.0,2024/2/12,,
DD202402495,2024-05-24,天猫,P026,小米电视 65寸,2999,3.0,8997.0,U1000,,已发货,家电,1.0,京东物流,3.0,2024/5/25,,
DD202401187,2024-12-07,微信小程序,P047,全棉时代 浴巾,79,3.0,237.0,U0368,山东,已完成,家居日用,1.0,顺丰,3.0,2024-12-09,2024-12-11,
DD202403236,2024-03-13,京东,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U1447,广东,已发货,美妆个护,2.0,圆通,4.0,2024-03-16,,
DD202403737,2024-11-27,天猫,P043,星巴克 咖啡豆,,5.0,,U1001,浙江,已完成,食品,2.0,中通,4.0,2024-11-28,2024-11-30,
DD202404214,2024-11-03,天猫,P007,AirPods Pro 2,1899,5.0,,U0006,河南,已完成,手机数码,1.0,京东物流,3.0,2024-11-04,2024/11/6,
DD202402486,2024-05-06,微信小程序,P046,网易严选保温杯,99,1.0,99.0,U0130,吉林,已取消,家居日用,,,,,,
DD202400775,2024-12-23,京东,P009,小米手环8,249,1.0,249.0,U0260,广东,待发货,手机数码,,,,,,
DD202403767,2024/12/4,微信小程序,P015,华为平板 matepad 11,¥2199,2.0,4398.0,U0323,辽宁,已完成,电脑办公,2.0,圆通,4.0,2024-12-06,2024-12-11,
DD202404776,2024-07-27,,P029,阿迪达斯 运动外套,¥599,5.0,2995.0,U1453,广东,待发货,服饰,,,,,,
DD202401145,2024/11/21,天猫,P006,Redmi K70,2499,0.0,,U0713,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-11-22,2024/11/25,
DD202403051,20241221,天猫,P019,海尔 10kg 滚筒洗衣机,1899,5.0,9495.0,U0613,安徽,已发货,家电,1.0,京东物流,3.0,2024-12-22,,
DD202403812,2024/5/22,天猫,P005,荣耀 Magic6,3999,4.0,15996.0,U0890,浙江,已完成,手机数码,1.0,顺丰,3.0,2024/5/23,2024-05-26,
DD202403500,20240120,京东,P010,小米充电宝20000mAh,¥129,-2.0,,U0873,广东,已退款,手机数码,,,,,,质量问题
DD202403623,2024-01-23,拼多多,P039,完美日记 口红,89,1.0,89.0,U0834,湖南,已完成,美妆个护,1.0,顺丰,3.0,2024-01-24,2024-01-25,
DD202404547,2024-12-08,京东,P008,索尼 WH-1000XM5 耳机 ,2399,4.0,9596.0,U0668,山西,已取消,手机数码,,,,,,
DD202403681,2024-03-12,京东,P028,李宁 跑步鞋,399,4.0,1596.0,U0006,广东,已完成,服饰,1.0,京东物流,3.0,2024-03-14,2024-03-17,
DD202401130,2024-03-24,拼多多,P011,罗技 mx master 3s 鼠标,,3.0,,U0069,广东,已完成,电脑办公,1.0,顺丰,3.0,2024/3/25,2024-03-26,
DD202401831,2024-08-20,拼多多,P008,索尼 WH-1000XM5 耳机,2399,3.0,7197.0,U0664,上海,已完成,手机数码,1.0,顺丰,3.0,2024-08-21,2024-08-22,
DD202403474,2024-08-18,天猫,P032,太平鸟牛仔裤,259,4.0,1036.0,U1354,湖南,已完成,服饰,1.0,京东物流,3.0,2024-08-19,2024/8/21,
DD202403578,2024-06-19,抖音,P009,小米手环8,,-2.0,,U1499,云南,已退款,手机数码,,,,,,物流太慢
DD202402645,2024-01-13,拼多多,P036,云南白药 牙膏,39.9,5.0,199.5,,湖南,已完成,美妆个护,2.0,中通,4.0,2024-01-15,2024-01-18,
DD202401167,2024-09-19,拼多多,P028,李宁 跑步鞋,¥399,,,U0775,河北,已完成,服饰,2.0,圆通,4.0,2024-09-21,2024-09-23,
DD202404159,2024-09-29,京东,P005,荣耀Magic6,,3.0,,U0333,河南,已完成,手机数码,2.0,圆通,4.0,2024/9/30,2024/10/3,
DD202403993,2024/11/13,拼多多,P018,美的 1.5匹空调,¥2799,3.0,8397.0,U1036,北京,已发货,家电,1.0,京东物流,3.0,2024-11-14,,
DD202404463,2024-06-05,天猫,P018,美的 1.5匹空调,2799,3.0,8397.0,U0889,安徽,待发货,家电,,,,,,
DD202404734,2024-11-13,拼多多,P045,金龙鱼 食用油5L,¥89.9,5.0,449.5,U0187,广东,已完成,食品,1.0,顺丰,3.0,2024/11/14,2024-11-15,
DD202400064,2024/4/23,京东,P012,机械键盘 87键,¥199,-3.0,-597.0,U1296,江苏,已退款,电脑办公,,,,,,质量问题
DD202402034,2024-12-09,抖音,P047,全棉时代 浴巾,79,-3.0,-237.0,U1178,新疆,已退款,家居日用,,,,,,价格保护
DD202401703,2024-08-05,京东,P022,苏泊尔电饭煲,¥299,4.0,1196.0,U0339,山东,已完成,家电,1.0,京东物流,3.0,2024-08-06,2024/8/7,
DD202400230,2024-11-10,天猫,P007,AirPods Pro 2,1899,1.0,1899.0,U1077,内蒙古,待发货,手机数码,,,,,,
DD202401091,2024-11-13,天猫,P005,荣耀 Magic6,3999,5.0,19995.0,,江苏,已取消,手机数码,,,,,,
DD202402222,2024-02-01,天猫,P009,小米手环8,249,3.0,747.0,U1181,上海,已完成,手机数码,2.0,圆通,4.0,2024-02-04,2024-02-08,
DD202402540,2024-05-13,拼多多,P005,荣耀 Magic6,3999,3.0,11997.0,U1065,辽宁,待发货,手机数码,,,,,,
DD202404048,2024-06-04,微信小程序,P046,网易严选 保温杯,99,-2.0,-198.0,U0572,内蒙古,已退款,家居日用,,,,,,七天无理由
DD202400695,2024/5/26,京东,P033,兰蔻 小黑瓶精华,760,1.0,,U0476,四川,待发货,美妆个护,,,,,,
DD202401574,2024-05-07,天猫,P019,海尔 10kg 滚筒洗衣机,1899,5.0,9495.0,U0686,湖北,已完成,家电,1.0,京东物流,3.0,2024-05-08,2024-05-10,
DD202402851,2024-10-01,京东,P010,小米 充电宝20000mAh,129,2.0,258.0,U0162,海南,已完成,手机数码,1.0,京东物流,3.0,2024-10-02,2024-10-03,
DD202400879,2024-01-12,天猫,P033,兰蔻 小黑瓶精华,¥760,1.0,760.0,U0887,湖南,已完成,美妆个护,1.0,顺丰,3.0,2024-01-13,2024-01-15,
DD202401069,2024-03-04,微信小程序,P011,罗技 MX Master 3S 鼠标,699,2.0,1398.0,U0160,广东,已取消,电脑办公,,,,,,
DD202400036,2024-04-09,拼多多,P045,金龙鱼 食用油5L,,-2.0,,U1185,广东,已退款,食品,,,,,,七天无理由
DD202401029,2024-06-20,京东,,良品铺子零食大礼包,,1.0,,U0572,四川,已完成,食品,1.0,京东物流,3.0,2024/6/21,2024-06-24,
DD202400689,2024/10/4,京东,,农夫山泉 矿泉水,¥36,3.0,108.0,U1455,青海,已完成,食品,2.0,圆通,4.0,2024/10/6,2024-10-08,
DD202401371,2024-03-22,抖音,P038,全棉时代洗脸巾,,5.0,,U0331,浙江,已完成,美妆个护,2.0,圆通,4.0,2024-03-24,2024-03-28,
DD202401814,2024-09-07,天猫,,兰蔻 小黑瓶精华 ,760,1.0,760.0,U0476,河北,已发货,美妆个护,2.0,中通,4.0,2024-09-09,,
DD202403768,2024/4/22,天猫,P011,罗技 MX Master 3S 鼠标,¥699,2.0,1398.0,U0125,江苏,已完成,电脑办公,3.0,邮政,6.0,2024-04-25,2024-04-30,
DD202402485,20241217,京东,P021,米家扫地机器人,1599,2.0,3198.0,U1236,重庆,已完成,家电,2.0,圆通,4.0,2024-12-19,2024-12-22,
DD202402745,2024-04-16,天猫,P009,小米手环8,249,1.0,249.0,U0218,重庆,已发货,手机数码,1.0,顺丰,3.0,2024-04-17,,
DD202401106,2024-03-28,京东,P034,雅诗兰黛 小棕瓶,¥950,,,U0594,安徽,已完成,美妆个护,2.0,圆通,4.0,2024/3/29,2024-03-31,
DD202400238,2024-11-07,京东,P032,太平鸟 牛仔裤,¥259,-2.0,-518.0,U1315,广东,已退款,服饰,,,,,,七天无理由
DD202401257,2024-04-20,拼多多,P020,格力 电风扇,199,3.0,,U1110,山西,已发货,家电,3.0,邮政,6.0,2024-04-22,,
DD202404037,2024-01-16,拼多多,P041,蒙牛 纯牛奶24盒,¥69.9,5.0,349.5,U1373,安徽,待发货,食品,,,,,,
DD202403901,2024-11-18,京东,P015,华为平板 matepad 11,2199,2.0,4398.0,U1135,安徽,已发货,电脑办公,1.0,顺丰,3.0,2024-11-19,,
DD202403161,20240306,抖音,P010,小米 充电宝20000mAh ,129,1.0,129.0,U0332,新疆,已完成,手机数码,1.0,顺丰,3.0,2024-03-07,2024/3/9,
DD202404454,2024-12-21,天猫,P007,AirPods Pro 2,1899,2.0,3798.0,U1273,河北,已发货,手机数码,1.0,顺丰,3.0,2024-12-22,,
DD202400572,2024-12-12,天猫,P033,兰蔻 小黑瓶精华,,3.0,,U1065,云南,已完成,美妆个护,1.0,顺丰,3.0,2024-12-13,2024-12-14,
DD202401272,2024-07-24,天猫,,南极人 棉袜5双装,29.9,4.0,119.6,U0187,浙江,已完成,服饰,1.0,京东物流,3.0,2024-07-25,2024-07-27,
DD202400710,20240212,抖音,P040,三只松鼠 坚果礼盒,99,1.0,99.0,U1029,四川,待发货,食品,,,,,,
DD202403470,2024-09-24,京东,P036,云南白药 牙膏,39.9,4.0,159.6,U1343,四川,已取消,美妆个护,,,,,,
DD202400626,2024-10-29,拼多多,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U1273,山东,已完成,美妆个护,2.0,圆通,4.0,2024-10-30,2024-11-02,
DD202401031,2024-03-20,抖音,P043,星巴克 咖啡豆 ,128,4.0,512.0,U1097,海南,已发货,食品,1.0,京东物流,3.0,2024/3/21,,
DD202403845,2024-12-17,天猫,P028,李宁 跑步鞋 ,399,5.0,1995.0,U0853,湖北,已发货,服饰,2.0,中通,4.0,2024-12-19,,
DD202401545,2024-05-19,微信小程序,P039,完美日记 口红,89,2.0,178.0,U1349,湖南,已完成,美妆个护,3.0,邮政,6.0,2024-05-22,2024-05-26,
DD202402797,2024-08-12,天猫,P007,AirPods Pro 2,1899,4.0,7596.0,U0109,湖北,待发货,手机数码,,,,,,
DD202402450,2024-12-02,拼多多,P020,格力 电风扇,199,-3.0,-597.0,U0156,浙江,已退款,家电,,,,,,质量问题
DD202403584,20240602,京东,P032,太平鸟 牛仔裤,259,1.0,259.0,U1122,湖北,已完成,服饰,3.0,邮政,6.0,2024-06-05,2024-06-11,
DD202401814,2024-09-07,天猫,,兰蔻 小黑瓶精华 ,760,1.0,760.0,U0476,河北,已发货,美妆个护,2.0,中通,4.0,2024-09-09,,
DD202401087,2024/7/18,拼多多,P043,星巴克 咖啡豆,¥128,5.0,640.0,U0588,黑龙江,已完成,食品,1.0,京东物流,3.0,2024-07-20,2024-07-21,
DD202400457,2024-06-06,拼多多,P047,全棉时代 浴巾,¥79,4.0,316.0,U0529,河南,已发货,家居日用,1.0,京东物流,3.0,2024-06-07,,
DD202400514,2024-02-03,天猫,P027,优衣库 圆领T恤,79,3.0,237.0,U1323,贵州,已取消,服饰,,,,,,
DD202401552,2024-08-28,京东,P032,太平鸟 牛仔裤,259,1.0,259.0,U0763,广东,已完成,服饰,2.0,中通,4.0,2024-08-31,2024/9/3,
DD202404446,2024/3/22,抖音,P045,金龙鱼 食用油5l,89.9,2.0,179.8,U0955,福建,已完成,食品,1.0,顺丰,3.0,2024-03-23,2024-03-24,
DD202402763,2024-06-05,京东,P045,金龙鱼 食用油5L ,89.9,1.0,89.9,U0816,山东,已完成,食品,2.0,中通,4.0,2024-06-07,2024/6/9,
DD202401571,2024-08-10,京东,P002,iPhone 15 Pro 256G,¥8999,5.0,,U0816,河南,已取消,手机数码,,,,,,
DD202401727,2024-12-28,天猫,P009,小米手环8,¥249,1.0,249.0,U1495,江苏,已发货,手机数码,1.0,顺丰,3.0,2024-12-29,,
DD202401916,2024-03-12,拼多多,P027,优衣库 圆领T恤,79,4.0,316.0,U0122,浙江,已取消,服饰,,,,,,
DD202402694,2024-11-11,拼多多,P032,太平鸟牛仔裤,259,2.0,518.0,U0332,四川,已完成,服饰,2.0,圆通,4.0,2024-11-13,2024-11-16,
DD202403055,2024-06-07,拼多多,P008,索尼 wh-1000xm5 耳机,2399,-2.0,-4798.0,U0177,广东,已退款,手机数码,,,,,,物流太慢
DD202402518,2024-04-11,抖音,P043,星巴克 咖啡豆 ,128,1.0,128.0,U1356,辽宁,已完成,食品,1.0,京东物流,3.0,2024/4/12,2024-04-13,
DD202401411,2024-12-18,,P027,优衣库 圆领T恤,79,5.0,395.0,U0336,上海,已完成,服饰,1.0,顺丰,3.0,2024-12-20,2024/12/22,
DD202402867,2024-08-13,京东,P007,airpods pro 2,1899,4.0,7596.0,U1074,浙江,已完成,手机数码,1.0,京东物流,3.0,2024-08-14,2024-08-16,
DD202402138,2024-08-28,拼多多,P004,小米1412+256G,4299,5.0,21495.0,U0319,湖北,待发货,手机数码,,,,,,
DD202400495,2024-12-14,京东,P011,罗技 MX Master 3S 鼠标,¥699,2.0,1398.0,U1092,福建,已完成,电脑办公,2.0,圆通,4.0,2024-12-16,2024-12-18,
DD202402806,2024-03-25,微信小程序,P010,小米 充电宝20000mAh,129,,,U0400,陕西,已完成,手机数码,2.0,中通,4.0,2024-03-26,2024-03-28,
DD202400372,2024-06-18,京东,P032,太平鸟 牛仔裤,259,3.0,777.0,U0363,河南,已完成,服饰,2.0,中通,4.0,2024-06-19,2024/6/21,
DD202400430,2024-08-02,拼多多,P019,海尔 10kg 滚筒洗衣机 ,¥1899,4.0,7596.0,U0449,江苏,已完成,家电,1.0,顺丰,3.0,2024/8/3,2024-08-05,
DD202401103,2024-09-01,天猫,P005,荣耀 Magic6,3999,3.0,11997.0,,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-09-03,2024-09-07,
DD202404675,2024-11-21,拼多多,P027,优衣库圆领T恤,79,-2.0,-158.0,U0790,广东,已退款,服饰,,,,,,价格保护
DD202402156,2024-02-07,微信小程序,P032,太平鸟 牛仔裤,259,3.0,777.0,U0364,陕西,已发货,服饰,2.0,中通,4.0,2024-02-09,,
DD202401435,2024-01-05,拼多多,P034,雅诗兰黛小棕瓶,¥950,2.0,950.0,U1066,吉林,已完成,美妆个护,1.0,顺丰,3.0,2024-01-06,2024-01-08,
DD202402037,2024-05-24,京东,P009,小米手环8,¥249,1.0,249.0,U0112,广西,待发货,手机数码,,,,,,
DD202401199,2024-06-02,抖音,P030,南极人 棉袜5双装,29.9,-1.0,-29.9,U0005,湖南,已退款,服饰,,,,,,不想要了
DD202400235,2024-02-01,微信小程序,P009,小米手环8 ,249,4.0,,U0656,湖南,待发货,手机数码,,,,,,
DD202401957,2024-03-10,抖音,P010,小米 充电宝20000mAh,129,-1.0,-129.0,U0308,山东,已退款,手机数码,,,,,,不想要了
DD202400862,2024/11/1,京东,P011,罗技 MX Master 3S 鼠标,¥699,5.0,3495.0,U0896,甘肃,待发货,电脑办公,,,,,,
DD202403233,2024-08-29,天猫,P007,AirPodsPro2,¥1899,3.0,5697.0,U0293,江苏,已完成,手机数码,3.0,邮政,6.0,2024-09-01,2024-09-04,
DD202401581,2024-06-25,拼多多,P026,小米电视65寸,2999,1.0,2999.0,U1059,贵州,已完成,家电,3.0,邮政,6.0,2024-06-28,2024-07-02,
DD202402490,2024-09-04,京东,P017,得力 文件夹,¥15.9,3.0,,U0571,吉林,已取消,电脑办公,,,,,,
DD202401873,2024-05-10,拼多多,P017,得力 文件夹,¥15.9,4.0,63.6,U0812,天津,已取消,电脑办公,,,,,,
DD202404059,2024-12-25,京东,,美的 1.5匹空调,¥2799,5.0,13995.0,U0702,四川,已发货,家电,2.0,中通,4.0,2024-12-27,,
DD202403046,2024-12-20,京东,P029,阿迪达斯 运动外套,599,1.0,599.0,U0574,浙江,待发货,服饰,,,,,,
DD202403432,2024/5/7,天猫,P011,罗技 MX Master 3S 鼠标,,4.0,,U0989,陕西,已完成,电脑办公,1.0,顺丰,3.0,2024-05-08,2024-05-09,
DD202401652,2024-12-06,抖音,P032,太平鸟 牛仔裤,259,3.0,777.0,U1303,浙江,已完成,服饰,3.0,邮政,6.0,2024/12/9,2024-12-12,
DD202403641,2024-07-17,天猫,P048,公牛 插线板,49.9,2.0,99.8,U0390,浙江,已完成,家居日用,1.0,顺丰,3.0,2024-07-18,2024-07-21,
DD202404638,2024-06-22,抖音,P041,蒙牛纯牛奶24盒,69.9,5.0,349.5,U0466,河北,已发货,食品,3.0,邮政,6.0,2024-06-24,,
DD202400246,2024-06-05,京东,P010,小米 充电宝20000mah,129,2.0,258.0,U0114,福建,已发货,手机数码,1.0,京东物流,3.0,2024-06-06,,
DD202400737,2024-11-04,拼多多,P015,华为平板 matepad 11,2199,5.0,10995.0,U1392,山东,已完成,电脑办公,3.0,邮政,6.0,2024-11-07,2024/11/12,
DD202404714,2024-12-12,京东,P046,网易严选 保温杯 ,99,4.0,396.0,U0349,福建,已完成,家居日用,1.0,京东物流,3.0,2024-12-13,2024-12-15,
DD202403564,2024-11-01,抖音,P046,网易严选 保温杯,99,1.0,99.0,U1380,河南,已取消,家居日用,,,,,,
DD202401749,2024-06-07,微信小程序,P037,海飞丝 洗发水,59.9,2.0,119.8,U0614,四川,已完成,美妆个护,2.0,中通,4.0,2024-06-09,2024-06-12,
DD202400543,2024-07-05,天猫,P004,小米 14 12+256G,,4.0,,U1450,浙江,已发货,手机数码,1.0,顺丰,3.0,2024/7/7,,
DD202404350,2024/3/10,京东,P018,美的 1.5匹空调,¥2799,4.0,11196.0,U1387,山东,已完成,家电,1.0,京东物流,3.0,2024-03-11,2024-03-13,
DD202403438,2024-12-23,天猫,P008,索尼WH-1000XM5耳机,2399,4.0,,U0628,浙江,已完成,手机数码,2.0,圆通,4.0,2024-12-24,2024/12/27,
DD202402748,2024-08-03,京东,P034,雅诗兰黛 小棕瓶,950,1.0,950.0,U0150,浙江,已完成,美妆个护,3.0,邮政,6.0,2024-08-06,2024-08-10,
DD202402607,20240217,抖音,P034,雅诗兰黛 小棕瓶,¥950,2.0,1900.0,U1419,浙江,已发货,美妆个护,1.0,顺丰,3.0,2024-02-18,,
DD202403839,2024-04-15,天猫,P017,得力 文件夹,15.9,1.0,15.9,U0099,湖南,已完成,电脑办公,1.0,京东物流,3.0,2024-04-16,2024/4/18,
DD202401190,2024-03-10,京东,P022,苏泊尔电饭煲,299,,,U0676,河北,已完成,家电,1.0,顺丰,3.0,2024-03-11,2024-03-12,
DD202403139,2024-10-03,天猫,P026,小米电视65寸,¥2999,5.0,14995.0,U0448,河南,已完成,家电,2.0,中通,4.0,2024-10-05,2024-10-09,
DD202403649,2024/3/14,拼多多,P028,李宁跑步鞋,399,2.0,798.0,U0747,江苏,已完成,服饰,1.0,顺丰,3.0,2024-03-15,2024-03-16,
DD202404003,2024-12-02,抖音,P002,iPhone15Pro256G,8999,3.0,26997.0,U0421,上海,已完成,手机数码,1.0,京东物流,3.0,2024-12-03,2024-12-05,
DD202402467,2024-06-26,天猫,P043,星巴克 咖啡豆 ,128,2.0,256.0,U1291,四川,已取消,食品,,,,,,
DD202402848,2024-06-04,天猫,P021,米家扫地机器人,¥1599,2.0,3198.0,U0617,广东,已发货,家电,2.0,圆通,4.0,2024-06-06,,
DD202401860,2024-12-16,天猫,P009,小米手环8,249,1.0,249.0,U0775,河南,已完成,手机数码,2.0,中通,4.0,2024-12-18,2024-12-20,
DD202403798,2024-05-22,拼多多,P041,蒙牛 纯牛奶24盒,69.9,1.0,69.9,U0834,江苏,已完成,食品,1.0,京东物流,3.0,2024/5/23,2024-05-24,
DD202400804,2024-05-14,抖音,P047,全棉时代 浴巾,¥79,2.0,79.0,U1112,辽宁,已完成,家居日用,2.0,中通,4.0,2024-05-16,2024-05-22,
DD202400745,2024-01-12,拼多多,P034,雅诗兰黛 小棕瓶,¥950,4.0,3800.0,U0396,北京,已完成,美妆个护,2.0,圆通,4.0,2024/1/13,2024/1/16,
DD202401839,2024-05-29,京东,,Redmi K70,2499,1.0,2499.0,U1004,上海,已取消,手机数码,,,,,,
DD202400655,2024/8/8,微信小程序,P010,小米 充电宝20000mah,129,4.0,516.0,U0503,广西,已发货,手机数码,1.0,顺丰,3.0,2024/8/9,,
