订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因,原始日期,原金额,是否有效订单
DD202400339,2024-02-25,京东,P027,优衣库 圆领T恤,79.0,2.0,158.0,U0485,广东,已完成,服饰,1.0,顺丰,3.0,2024-02-26,2024-02-27,,2024-02-25,158.0,True
DD202401023,2024-05-29,京东,P033,兰蔻 小黑瓶精华,760.0,4.0,3040.0,U0075,重庆,已完成,美妆个护,3.0,邮政,6.0,2024-06-02,2024-06-06,,2024-05-29,3040.0,True
DD202402972,2024-10-03,天猫,P011,罗技 MX Master 3S 鼠标 ,699.0,4.0,2796.0,U0461,四川,已发货,电脑办公,1.0,京东物流,3.0,2024-10-05,,,2024-10-03,2796.0,True
DD202400860,2024-02-17,微信小程序,P034,雅诗兰黛 小棕瓶,950.0,1.0,950.0,U0230,广东,已完成,美妆个护,1.0,京东物流,3.0,2024-02-18,2024-02-20,,2024-02-17,950.0,True
DD202401167,2024-09-19,拼多多,P028,李宁 跑步鞋,399.0,,,U0775,河北,已完成,服饰,2.0,圆通,4.0,2024-09-21,2024-09-23,,2024-09-19,,True
DD202401354,2024-10-10,抖音,P007,airpods pro 2,1899.0,-2.0,-3798.0,U0573,上海,已退款,手机数码,,未知,,,,价格保护,2024-10-10,-3798.0,False
DD202402212,2024-11-15,天猫,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U0546,江苏,已发货,美妆个护,2.0,中通,4.0,2024-11-17,,,2024/11/15,99.8,True
DD202401317,2024-03-17,天猫,P020,格力 电风扇,199.0,5.0,995.0,U1094,河南,已发货,家电,2.0,中通,4.0,2024-03-20,,,2024-03-17,995.0,True
DD202401716,2024-12-07,天猫,P016,得力 A4 打印纸,29.9,3.0,89.69999999999999,U0491,河南,已完成,电脑办公,3.0,邮政,6.0,2024-12-09,2024-12-13,,2024-12-07,89.69999999999999,True
DD202400411,2024-09-07,拼多多,P039,完美日记 口红,89.0,1.0,89.0,U1310,湖南,已取消,美妆个护,,未知,,,,,2024/9/7,89.0,False
DD202400665,2024-12-22,天猫,P017,得力 文件夹,15.9,4.0,63.6,U1108,甘肃,已取消,电脑办公,,未知,,,,,2024-12-22,63.6,False
DD202402780,2024-06-15,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,5.0,11995.0,U0910,云南,已发货,手机数码,1.0,京东物流,3.0,2024-06-16,,,2024-06-15,11995.0,True
DD202401054,2024-06-19,拼多多,P018,美的 1.5匹空调,2799.0,4.0,11196.0,U0599,湖北,待发货,家电,,未知,,,,,2024-06-19,11196.0,True
DD202400470,2024-04-17,拼多多,P015,华为平板 MatePad 11,2199.0,3.0,6597.0,U0056,未知,已完成,电脑办公,1.0,顺丰,3.0,2024-04-18,2024-04-20,,2024/4/17,6597.0,True
DD202401912,2024-11-25,拼多多,P046,网易严选 保温杯,99.0,1.0,99.0,U0632,福建,已完成,家居日用,1.0,京东物流,3.0,2024-11-26,2024-11-29,,2024/11/25,99.0,True
DD202402021,2024-01-08,天猫,P005,荣耀 Magic6,3999.0,1.0,3999.0,U0931,江苏,已完成,手机数码,2.0,中通,4.0,2024-01-10,2024-01-12,,2024-01-08,3999.0,True
DD202400034,2024-05-09,天猫,P043,星巴克 咖啡豆,128.0,5.0,640.0,U0790,山西,已完成,食品,2.0,中通,4.0,2024-05-12,2024-05-16,,2024-05-09,640.0,True
DD202402725,,京东,P039,完美日记 口红,89.0,4.0,356.0,U1086,广东,已完成,美妆个护,1.0,京东物流,3.0,,,,,178.0,True
DD202402559,2024-11-13,京东,P032,太平鸟 牛仔裤,,1.0,,U0230,广西,已发货,服饰,1.0,京东物流,3.0,2024-11-14,,,2024-11-13,,True
DD202400548,2024-12-12,抖音,P049,苏泊尔 炒锅,159.0,4.0,636.0,U1469,湖南,已发货,家居日用,2.0,圆通,4.0,2024-12-14,,,2024/12/12,636.0,True
DD202400913,2024-11-20,天猫,P010,小米 充电宝20000mah,129.0,2.0,258.0,U1478,广东,已完成,手机数码,1.0,京东物流,3.0,2024-11-21,2024-11-23,,2024-11-20,258.0,True
DD202401921,2024-12-25,拼多多,P046,网易严选 保温杯,99.0,2.0,198.0,U0949,广东,待发货,家居日用,,未知,,,,,2024-12-25,198.0,True
DD202400691,2024-08-23,天猫,P045,金龙鱼 食用油5L,89.9,4.0,359.6,U0102,河北,已发货,食品,2.0,中通,4.0,2024-08-25,,,2024-08-23,359.6,True
DD202401586,2024-06-12,京东,P018,美的 1.5匹空调,2799.0,4.0,11196.0,U0845,湖北,已完成,家电,2.0,中通,4.0,2024-06-14,2024-06-18,,2024-06-12,11196.0,True
DD202402070,2024-08-22,微信小程序,P046,网易严选 保温杯,,2.0,,U1253,广东,已完成,家居日用,1.0,顺丰,3.0,2024-08-23,2024-08-25,,2024-08-22,,True
DD202402095,2024-01-03,拼多多,P046,网易严选 保温杯,99.0,3.0,297.0,U0490,山西,已取消,家居日用,,未知,,,,,2024/1/3,297.0,False
DD202400633,2024-06-01,拼多多,P001,iPhone 15 128G,5999.0,1.0,5999.0,U0726,河北,待发货,手机数码,,未知,,,,,2024/6/1,5999.0,True
DD202402068,2024-10-24,天猫,P026,小米电视 65寸,2999.0,2.0,5998.0,U1226,陕西,已完成,家电,1.0,京东物流,3.0,2024-10-25,2024-10-27,,2024/10/24,5998.0,True
DD202402805,2024-08-22,抖音,P022,苏泊尔电饭煲,299.0,2.0,598.0,U0364,浙江,已发货,家电,2.0,中通,4.0,2024-08-24,,,2024-08-22,598.0,True
DD202402610,2024-06-23,抖音,P006,Redmi K70,2499.0,2.0,4998.0,U0059,福建,已完成,手机数码,1.0,顺丰,3.0,2024-06-24,2024-06-26,,2024-06-23,4998.0,True
DD202401158,2024-04-19,拼多多,P042,农夫山泉 矿泉水 ,36.0,5.0,180.0,U0099,湖南,已完成,食品,3.0,邮政,6.0,2024-04-22,2024-04-28,,2024-04-19,180.0,True
DD202400207,2024-09-21,天猫,P027,优衣库 圆领t恤,79.0,3.0,237.0,U1383,浙江,待发货,服饰,,未知,,,,,2024-09-21,237.0,True
DD202400634,2024-09-12,抖音,P036,云南白药 牙膏,39.9,-3.0,-119.69999999999999,U0016,重庆,已退款,美妆个护,,未知,,,,物流太慢,2024/9/12,-119.7,False
DD202400518,2024-03-12,京东,P032,太平鸟 牛仔裤,259.0,5.0,1295.0,U0540,河北,已完成,服饰,1.0,京东物流,3.0,2024-03-13,2024-03-14,,2024-03-12,1295.0,True
DD202402858,2024-11-19,微信小程序,P044,良品铺子 零食大礼包,139.0,1.0,139.0,U0600,江苏,已取消,食品,,未知,,,,,2024-11-19,139.0,False
DD202400813,2024-04-26,微信小程序,P049,苏泊尔 炒锅,159.0,2.0,318.0,U0239,黑龙江,已完成,家居日用,2.0,中通,4.0,2024-04-28,2024-05-01,,2024-04-26,318.0,True
DD202402271,2024-11-03,京东,P006,Redmi K70,2499.0,1.0,2499.0,U0280,江苏,已完成,手机数码,2.0,圆通,4.0,2024-11-04,2024-11-06,,2024-11-03,2499.0,True
DD202401006,2024-11-02,京东,P026,小米电视 65寸,,4.0,,U0244,河南,已完成,家电,1.0,顺丰,3.0,2024-11-03,2024-11-04,,2024/11/2,,True
DD202400180,2024-02-03,天猫,P036,云南白药 牙膏,39.9,2.0,79.8,U1464,广东,待发货,美妆个护,,未知,,,,,2024-02-03,79.8,True
DD202402424,2024-07-08,拼多多,P046,网易严选 保温杯,99.0,1.0,99.0,U0623,广东,待发货,家居日用,,未知,,,,,2024-07-08,99.0,True
DD202400392,2024-12-31,天猫,P035,欧莱雅 洗面奶,129.0,4.0,516.0,U0552,吉林,已完成,美妆个护,2.0,圆通,4.0,2025-01-01,2025-01-04,,2024-12-31,516.0,True
DD202400600,,京东,P050,宜家收纳箱,69.0,2.0,138.0,U0094,重庆,待发货,家居日用,,未知,,,,,,138.0,True
DD202401864,2024-02-21,拼多多,P027,优衣库 圆领T恤,79.0,1.0,79.0,U0684,广西,已完成,服饰,3.0,邮政,6.0,2024-02-23,2024-02-29,,2024-02-21,,True
DD202400993,2024-11-03,京东,P020,格力 电风扇 ,199.0,-2.0,-398.0,U1133,浙江,已退款,家电,,未知,,,,七天无理由,2024-11-03,-398.0,False
DD202401735,2024-05-22,拼多多,P035,欧莱雅洗面奶,129.0,4.0,516.0,U0766,安徽,已完成,美妆个护,3.0,邮政,6.0,2024-05-24,2024-05-27,,2024-05-22,516.0,True
DD202401768,2024-10-28,京东,P032,太平鸟 牛仔裤 ,259.0,5.0,1295.0,U1159,河南,已完成,服饰,2.0,中通,4.0,2024-10-29,2024-10-31,,2024-10-28,1295.0,True
DD202401100,2024-10-24,抖音,P008,索尼 WH-1000XM5 耳机,2399.0,5.0,11995.0,U0535,辽宁,已完成,手机数码,2.0,中通,4.0,2024-10-26,2024-10-30,,2024-10-24,11995.0,True
DD202401536,2024-08-24,天猫,P030,南极人 棉袜5双装,29.9,4.0,119.6,U1172,重庆,已完成,服饰,2.0,中通,4.0,2024-08-26,2024-08-31,,2024-08-24,119.6,True
DD202400058,2024-10-11,京东,P003,华为 Mate 60 Pro,6999.0,1.0,6999.0,U1308,上海,已完成,手机数码,1.0,顺丰,3.0,2024-10-12,2024-10-14,,2024-10-11,6999.0,True
DD202402897,2024-08-10,拼多多,P029,阿迪达斯 运动外套,,5.0,,U0732,广东,已完成,服饰,1.0,京东物流,3.0,2024-08-11,2024-08-12,,2024-08-10,,True
DD202401552,2024-08-28,京东,P032,太平鸟 牛仔裤,259.0,1.0,259.0,U0763,广东,已完成,服饰,2.0,中通,4.0,2024-08-31,2024-09-03,,2024-08-28,259.0,True
DD202400323,2024-07-07,天猫,P002,iPhone 15 Pro 256G,8999.0,3.0,26997.0,U0985,浙江,已完成,手机数码,2.0,中通,4.0,2024-07-09,2024-07-12,,2024-07-07,26997.0,True
DD202402002,2024-09-14,微信小程序,P033,兰蔻 小黑瓶精华 ,760.0,3.0,2280.0,U1305,广东,已完成,美妆个护,1.0,京东物流,3.0,2024-09-15,2024-09-19,,2024-09-14,2280.0,True
DD202401503,2024-06-27,天猫,P015,华为平板MatePad11,2199.0,2.0,4398.0,U0807,重庆,已完成,电脑办公,1.0,京东物流,3.0,2024-06-28,2024-07-01,,2024-06-27,4398.0,True
DD202402770,2024-02-26,天猫,P002,iPhone 15 Pro 256G,8999.0,3.0,26997.0,U0040,江西,已完成,手机数码,1.0,顺丰,3.0,2024-02-27,2024-02-29,,2024-02-26,26997.0,True
DD202401295,2024-11-25,京东,P020,格力 电风扇,199.0,2.0,398.0,U1367,江苏,待发货,家电,,未知,,,,,2024-11-25,398.0,True
DD202402264,2024-12-03,京东,P018,美的 1.5匹空调,2799.0,5.0,13995.0,U0418,福建,已完成,家电,1.0,顺丰,3.0,2024-12-04,2024-12-06,,2024-12-03,13995.0,True
DD202402074,2024-06-13,天猫,P027,优衣库 圆领T恤,79.0,3.0,237.0,U1255,山东,已完成,服饰,1.0,京东物流,3.0,2024-06-14,2024-06-16,,2024-06-13,237.0,True
DD202402983,2024-01-10,拼多多,P022,苏泊尔电饭煲,299.0,3.0,897.0,U0070,陕西,已完成,家电,1.0,京东物流,3.0,2024-01-11,2024-01-13,,2024-01-10,448.5,True
DD202400795,2024-02-10,京东,P027,优衣库 圆领T恤,79.0,2.0,158.0,U0528,辽宁,已取消,服饰,,未知,,,,,2024-02-10,158.0,False
DD202401144,2024-11-24,天猫,P012,机械键盘 87键,199.0,5.0,995.0,U0471,广东,已完成,电脑办公,1.0,顺丰,3.0,2024-11-25,2024-11-28,,2024-11-24,995.0,True
DD202402502,2024-03-09,微信小程序,P043,星巴克 咖啡豆,128.0,1.0,128.0,U0929,浙江,已完成,食品,1.0,顺丰,3.0,2024-03-11,2024-03-14,,2024-03-09,128.0,True
DD202402874,2024-04-15,天猫,P021,米家扫地机器人,1599.0,3.0,4797.0,U0089,广东,已完成,家电,1.0,京东物流,3.0,2024-04-17,2024-04-19,,2024-04-15,4797.0,True
DD202400239,2024-06-04,拼多多,P045,金龙鱼 食用油5L,89.9,3.0,269.70000000000005,U1140,浙江,待发货,食品,,未知,,,,,2024-06-04,269.70000000000005,True
DD202401910,2024-12-30,微信小程序,P012,机械键盘 87键,199.0,5.0,995.0,U0792,广东,已发货,电脑办公,2.0,圆通,4.0,2025-01-01,,,2024-12-30,995.0,True
DD202401994,2024-05-14,拼多多,P019,海尔 10kg 滚筒洗衣机,1899.0,1.0,1899.0,U1101,湖北,已完成,家电,1.0,顺丰,3.0,2024-05-15,2024-05-17,,2024-05-14,1899.0,True
DD202400497,2024-11-17,京东,P005,荣耀 Magic6,3999.0,1.0,3999.0,U0633,贵州,已完成,手机数码,1.0,顺丰,3.0,2024-11-18,2024-11-19,,2024-11-17,3999.0,True
DD202401466,2024-01-06,天猫,P007,AirPods Pro 2,1899.0,5.0,9495.0,U0686,江苏,已完成,手机数码,2.0,圆通,4.0,2024-01-07,2024-01-09,,2024/1/6,9495.0,True
DD202400495,2024-12-14,京东,P011,罗技 MX Master 3S 鼠标,699.0,2.0,1398.0,U1092,福建,已完成,电脑办公,2.0,圆通,4.0,2024-12-16,2024-12-18,,2024-12-14,1398.0,True
DD202401131,2024-06-19,京东,P019,海尔 10kg 滚筒洗衣机,1899.0,3.0,5697.0,U0937,山东,待发货,家电,,未知,,,,,2024-06-19,5697.0,True
DD202401926,2024-01-29,京东,P021,米家扫地机器人,1599.0,5.0,7995.0,U0458,辽宁,已完成,家电,2.0,中通,4.0,2024-01-31,2024-02-04,,2024-01-29,7995.0,True
DD202401346,2024-10-04,天猫,P047,全棉时代浴巾,79.0,5.0,395.0,U0491,四川,已取消,家居日用,,未知,,,,,2024-10-04,395.0,False
DD202402735,2024-04-21,天猫,P017,得力 文件夹,15.9,3.0,47.7,U1482,广东,已完成,电脑办公,2.0,圆通,4.0,2024-04-23,2024-04-26,,2024-04-21,47.7,True
DD202400177,2024-06-28,天猫,P010,小米 充电宝20000mAh ,129.0,4.0,516.0,U0886,四川,已完成,手机数码,1.0,顺丰,3.0,2024-06-29,2024-06-30,,2024-06-28,516.0,True
DD202401171,2024-08-10,天猫,P032,太平鸟牛仔裤,259.0,5.0,1295.0,U0735,广东,待发货,服饰,,未知,,,,,2024-08-10,1295.0,True
DD202401128,2024-10-17,微信小程序,P028,李宁 跑步鞋 ,399.0,1.0,399.0,U0094,江苏,已完成,服饰,1.0,顺丰,3.0,2024-10-18,2024-10-20,,2024-10-17,399.0,True
DD202402353,2024-10-11,拼多多,P050,宜家 收纳箱,69.0,1.0,69.0,U0280,四川,已完成,家居日用,1.0,顺丰,3.0,2024-10-12,2024-10-14,,2024-10-11,69.0,True
DD202401648,2024-03-08,天猫,P048,公牛 插线板,49.9,,,U0948,河北,已完成,家居日用,1.0,顺丰,3.0,2024-03-09,2024-03-11,,2024-03-08,,True
DD202401953,2024-03-06,京东,P015,华为平板MatePad11,,2.0,,U0621,山西,已取消,电脑办公,,未知,,,,,2024-03-06,,False
DD202400527,2024-01-05,拼多多,P012,机械键盘 87键,199.0,1.0,199.0,U0663,天津,已完成,电脑办公,2.0,中通,4.0,2024-01-06,2024-01-08,,2024-01-05,199.0,True
DD202402671,2024-11-23,抖音,P023,九阳破壁机,399.0,-3.0,-1197.0,U0379,广东,已退款,家电,,未知,,,,七天无理由,2024-11-23,-1197.0,False
DD202400907,2024-12-16,拼多多,P015,华为平板 MatePad 11,2199.0,4.0,8796.0,U0464,湖北,已取消,电脑办公,,未知,,,,,2024-12-16,8796.0,False
DD202400237,2024-05-24,京东,P007,AirPods Pro 2 ,1899.0,2.0,3798.0,U0533,广东,已完成,手机数码,1.0,顺丰,3.0,2024-05-25,2024-05-28,,2024/5/24,3798.0,True
DD202401530,2024-08-12,天猫,P032,太平鸟 牛仔裤,259.0,3.0,777.0,U0912,河南,待发货,服饰,,未知,,,,,2024-08-12,777.0,True
DD202401817,2024-12-14,抖音,未知,阿迪达斯 运动外套,599.0,1.0,599.0,U0504,陕西,已完成,服饰,3.0,邮政,6.0,2024-12-16,2024-12-20,,2024-12-14,599.0,True
DD202402626,2024-04-21,微信小程序,P015,华为平板 MatePad 11,2199.0,2.0,4398.0,U0589,重庆,已发货,电脑办公,1.0,京东物流,3.0,2024-04-22,,,2024-04-21,4398.0,True
DD202401833,2024-12-18,抖音,P007,AirPods Pro 2,1899.0,5.0,9495.0,U0258,山西,已完成,手机数码,3.0,邮政,6.0,2024-12-21,2024-12-26,,2024/12/18,9495.0,True
DD202400562,2024-06-15,京东,P046,网易严选 保温杯,99.0,2.0,198.0,U0210,安徽,已发货,家居日用,1.0,顺丰,3.0,2024-06-16,,,2024-06-15,198.0,True
DD202402361,2024-03-04,京东,P046,网易严选 保温杯,99.0,3.0,297.0,U0838,安徽,已完成,家居日用,2.0,圆通,4.0,2024-03-06,2024-03-10,,2024-03-04,297.0,True
DD202401812,2024-10-18,京东,P021,米家扫地机器人,1599.0,5.0,7995.0,U0173,江苏,已取消,家电,,未知,,,,,2024/10/18,7995.0,False
DD202402802,2024-07-17,拼多多,P004,小米 14 12+256G ,4299.0,-3.0,-12897.0,U1135,天津,已退款,手机数码,,未知,,,,七天无理由,2024-07-17,-12897.0,False
DD202401395,2024-04-14,天猫,P005,荣耀 Magic6,3999.0,5.0,19995.0,U0333,福建,已完成,手机数码,2.0,圆通,4.0,2024-04-15,2024-04-18,,2024-04-14,19995.0,True
DD202401575,2024-08-10,天猫,P028,李宁 跑步鞋,399.0,3.0,1197.0,U0408,广东,已完成,服饰,1.0,京东物流,3.0,2024-08-11,2024-08-13,,2024-08-10,1197.0,True
DD202402940,2024-03-27,天猫,P042,农夫山泉 矿泉水,36.0,3.0,108.0,U1185,未知,已发货,食品,1.0,顺丰,3.0,2024-03-28,,,2024-03-27,108.0,True
DD202402720,2024-01-16,拼多多,P010,小米 充电宝20000mAh,,2.0,,U0661,湖南,已完成,手机数码,3.0,邮政,6.0,2024-01-19,2024-01-23,,2024-01-16,,True
DD202401446,2024-02-18,拼多多,P002,iPhone 15 Pro 256G,8999.0,3.0,26997.0,U0521,湖北,待发货,手机数码,,未知,,,,,2024-02-18,26997.0,True
DD202402824,2024-12-13,拼多多,P016,得力 A4 打印纸,29.9,3.0,89.69999999999999,U1048,重庆,待发货,电脑办公,,未知,,,,,20241213,89.69999999999999,True
DD202400238,2024-11-07,京东,P032,太平鸟 牛仔裤,259.0,-2.0,-518.0,U1315,广东,已退款,服饰,,未知,,,,七天无理由,2024-11-07,-518.0,False
DD202402618,2024-10-16,京东,未知,阿迪达斯 运动外套,599.0,1.0,599.0,U0579,陕西,已完成,服饰,1.0,顺丰,3.0,2024-10-17,2024-10-19,,2024-10-16,599.0,True
DD202401450,2024-06-19,微信小程序,P040,三只松鼠 坚果礼盒,99.0,3.0,297.0,U0520,山东,已取消,食品,,未知,,,,,2024-06-19,297.0,False
DD202401328,2024-12-29,拼多多,P016,得力 A4 打印纸,29.9,3.0,89.69999999999999,U0409,江苏,已取消,电脑办公,,未知,,,,,2024-12-29,89.69999999999999,False
DD202400737,2024-11-04,拼多多,P015,华为平板 matepad 11,2199.0,5.0,10995.0,U1392,山东,已完成,电脑办公,3.0,邮政,6.0,2024-11-07,2024-11-12,,2024-11-04,10995.0,True
DD202402380,2024-06-11,天猫,P026,小米电视 65寸,2999.0,-2.0,-5998.0,U0160,湖南,已退款,家电,,未知,,,,不想要了,2024-06-11,-5998.0,False
DD202400295,2024-06-28,拼多多,P020,格力电风扇,199.0,5.0,995.0,U0105,广东,已完成,家电,1.0,顺丰,3.0,2024-06-29,2024-06-30,,2024-06-28,995.0,True
DD202401393,2024-12-14,天猫,P023,九阳破壁机,399.0,2.0,798.0,U1257,辽宁,已取消,家电,,未知,,,,,2024-12-14,798.0,False
DD202400916,2024-03-03,抖音,P005,荣耀Magic6,3999.0,3.0,11997.0,U0092,北京,已发货,手机数码,1.0,顺丰,3.0,2024-03-04,,,2024-03-03,11997.0,True
DD202400308,2024-05-01,京东,P012,机械键盘 87键,199.0,1.0,199.0,U0237,上海,已发货,电脑办公,2.0,中通,4.0,2024-05-03,,,2024-05-01,199.0,True
DD202402054,2024-03-25,抖音,P023,九阳破壁机,399.0,3.0,1197.0,U0109,四川,已发货,家电,1.0,顺丰,3.0,2024-03-26,,,2024-03-25,1197.0,True
DD202401219,2024-05-14,抖音,P034,雅诗兰黛小棕瓶,950.0,2.0,1900.0,U0388,江苏,已发货,美妆个护,2.0,圆通,4.0,2024-05-16,,,2024-05-14,1900.0,True
DD202401879,2024-02-09,微信小程序,未知,九阳破壁机,399.0,3.0,1197.0,U0844,上海,待发货,家电,,未知,,,,,2024/2/9,1197.0,True
DD202402619,2024-07-28,微信小程序,P027,优衣库 圆领T恤,,2.0,,U0192,湖南,已完成,服饰,1.0,京东物流,3.0,2024-07-29,2024-07-31,,2024-07-28,,True
DD202402260,2024-05-26,拼多多,P044,良品铺子零食大礼包,139.0,4.0,556.0,U1084,四川,已取消,食品,,未知,,,,,2024-05-26,556.0,False
DD202400305,,天猫,P048,公牛 插线板,49.9,3.0,149.7,U1211,浙江,待发货,家居日用,,未知,,,,,,149.7,True
DD202400782,2024-07-08,天猫,P007,AirPods Pro 2,1899.0,3.0,5697.0,U1316,山东,已完成,手机数码,1.0,顺丰,3.0,2024-07-09,2024-07-10,,2024/7/8,5697.0,True
DD202401226,2024-06-10,微信小程序,P046,网易严选 保温杯 ,99.0,-1.0,-99.0,U0377,浙江,已退款,家居日用,,未知,,,,七天无理由,2024-06-10,-49.5,False
DD202400535,2024-12-07,京东,P019,海尔 10kg 滚筒洗衣机,1899.0,4.0,7596.0,U0024,江苏,已取消,家电,,未知,,,,,2024-12-07,7596.0,False
DD202401875,2024-06-19,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,2.0,4798.0,U0074,上海,已完成,手机数码,3.0,邮政,6.0,2024-06-22,2024-06-25,,2024-06-19,4798.0,True
DD202401206,2024-03-12,天猫,P050,宜家 收纳箱,69.0,1.0,69.0,U1482,浙江,待发货,家居日用,,未知,,,,,2024-03-12,69.0,True
DD202401599,,京东,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,U1010,重庆,已发货,食品,1.0,京东物流,3.0,,,,,349.5,True
DD202401841,2024-05-14,抖音,P011,罗技MXMaster3S鼠标,699.0,-3.0,-2097.0,U0364,广东,已退款,电脑办公,,未知,,,,不想要了,2024-05-14,-2097.0,False
DD202401576,2024-06-14,京东,P010,小米 充电宝20000mAh,129.0,3.0,387.0,U0483,湖南,已完成,手机数码,2.0,圆通,4.0,2024-06-16,2024-06-19,,2024-06-14,387.0,True
DD202402509,2024-11-04,微信小程序,P011,罗技 MX Master 3S 鼠标,699.0,4.0,2796.0,U0814,广东,已发货,电脑办公,1.0,顺丰,3.0,2024-11-05,,,2024-11-04,2796.0,True
DD202402784,2024-10-24,京东,P039,完美日记口红,89.0,1.0,89.0,U1331,山东,已发货,美妆个护,1.0,顺丰,3.0,2024-10-25,,,2024-10-24,89.0,True
DD202400440,2024-12-07,天猫,P026,小米电视 65寸 ,2999.0,1.0,2999.0,U0550,浙江,已发货,家电,2.0,中通,4.0,2024-12-08,,,2024-12-07,2999.0,True
DD202401544,2024-06-19,京东,P037,海飞丝洗发水,59.9,3.0,179.7,U1000,山东,已完成,美妆个护,1.0,京东物流,3.0,2024-06-20,2024-06-23,,20240619,179.7,True
DD202400958,2024-10-24,天猫,P010,小米 充电宝20000mah,129.0,5.0,645.0,U0827,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-10-25,2024-10-27,,2024-10-24,645.0,True
DD202401480,2024-01-23,天猫,P016,得力 A4 打印纸,,4.0,,U0926,江苏,已发货,电脑办公,2.0,圆通,4.0,2024-01-25,,,2024-01-23,,True
DD202402104,2024-09-29,抖音,P047,全棉时代 浴巾 ,79.0,1.0,79.0,U0988,浙江,已完成,家居日用,2.0,中通,4.0,2024-10-01,2024-10-05,,2024-09-29,79.0,True
DD202400669,2024-04-16,京东,P032,太平鸟牛仔裤,259.0,5.0,1295.0,U1340,福建,已完成,服饰,1.0,顺丰,3.0,2024-04-17,2024-04-19,,2024/4/16,1295.0,True
DD202401796,2024-09-02,天猫,P032,太平鸟 牛仔裤,259.0,-2.0,-518.0,U0378,陕西,已退款,服饰,,未知,,,,质量问题,2024-09-02,,False
DD202401216,2024-03-03,天猫,P044,良品铺子零食大礼包,139.0,3.0,417.0,U0682,广东,已完成,食品,2.0,中通,4.0,2024-03-05,2024-03-08,,2024-03-03,417.0,True
DD202401485,2024-12-07,天猫,P009,小米手环8 ,249.0,1.0,249.0,U1269,山东,已取消,手机数码,,未知,,,,,2024-12-07,249.0,False
DD202400115,2024-06-13,天猫,P016,得力 A4 打印纸,29.9,5.0,149.5,U1102,广东,已完成,电脑办公,2.0,中通,4.0,2024-06-16,2024-06-19,,2024-06-13,149.5,True
DD202401276,2024-04-08,天猫,P037,海飞丝 洗发水,59.9,5.0,299.5,U0041,湖南,已发货,美妆个护,3.0,邮政,6.0,2024-04-11,,,2024-04-08,299.5,True
DD202400001,2024-04-09,京东,P008,索尼 WH-1000XM5 耳机,,5.0,,U0383,江苏,已完成,手机数码,1.0,顺丰,3.0,2024-04-10,2024-04-11,,2024-04-09,,True
DD202402923,2024-08-28,天猫,P035,欧莱雅 洗面奶,129.0,3.0,387.0,U0262,广东,已完成,美妆个护,1.0,京东物流,3.0,2024-08-29,2024-08-30,,2024-08-28,387.0,True
